Name	City	Country	IATA	ICAO	Elev	
Rothenburg/Görlitz Airport	Rothenburg/ol	Germany	\N	EDBR	1	Europe/Berlin
Anklam Airfield	Anklam	Germany	\N	EDCA	1	Europe/Berlin
Cottbus-Drewitz Airport	Cottbus	Germany	CBU	EDCD	1	Europe/Berlin
Kamenz Airport	Kamenz	Germany	\N	EDCM	1	Europe/Berlin
Berlin-Schönefeld Airport	Berlin	Germany	SXF	EDDB	1	Europe/Berlin
Dresden Airport	Dresden	Germany	DRS	EDDC	1	Europe/Berlin
Erfurt Airport	Erfurt	Germany	ERF	EDDE	1	Europe/Berlin
Frankfurt am Main Airport	Frankfurt	Germany	FRA	EDDF	1	Europe/Berlin
Münster Osnabrück Airport	Munster	Germany	FMO	EDDG	1	Europe/Berlin
Hamburg Airport	Hamburg	Germany	HAM	EDDH	1	Europe/Berlin
Berlin-Tempelhof International Airport	Berlin	Germany	THF	EDDI	1	Europe/Berlin
Cologne Bonn Airport	Cologne	Germany	CGN	EDDK	1	Europe/Berlin
Düsseldorf Airport	Duesseldorf	Germany	DUS	EDDL	1	Europe/Berlin
Munich Airport	Munich	Germany	MUC	EDDM	1	Europe/Berlin
Nuremberg Airport	Nuernberg	Germany	NUE	EDDN	1	Europe/Berlin
Leipzig/Halle Airport	Leipzig	Germany	LEJ	EDDP	1	Europe/Berlin
Saarbrücken Airport	Saarbruecken	Germany	SCN	EDDR	1	Europe/Berlin
Stuttgart Airport	Stuttgart	Germany	STR	EDDS	1	Europe/Berlin
Berlin-Tegel Airport	Berlin	Germany	TXL	EDDT	1	Europe/Berlin
Hannover Airport	Hannover	Germany	HAJ	EDDV	1	Europe/Berlin
Bremen Airport	Bremen	Germany	BRE	EDDW	1	Europe/Berlin
Frankfurt-Egelsbach Airport	Egelsbach	Germany	QEF	EDFE	1	Europe/Berlin
Frankfurt-Hahn Airport	Hahn	Germany	HHN	EDFH	1	Europe/Berlin
Mannheim-City Airport	Mannheim	Germany	MHG	EDFM	1	Europe/Berlin
Allendorf/Eder Airport	Allendorf	Germany	\N	EDFQ	1	Europe/Berlin
Worms Airport	Worms	Germany	\N	EDFV	1	Europe/Berlin
Mainz-Finthen Airport	Mainz	Germany	\N	EDFZ	1	Europe/Berlin
Eisenach-Kindel Airport	Eisenach	Germany	EIB	EDGE	1	Europe/Berlin
Siegerland Airport	Siegerland	Germany	SGE	EDGS	1	Europe/Berlin
Hamburg-Finkenwerder Airport	Hamburg	Germany	XFW	EDHI	1	Europe/Berlin
Kiel-Holtenau Airport	Kiel	Germany	KEL	EDHK	1	Europe/Berlin
Lübeck Blankensee Airport	Luebeck	Germany	LBC	EDHL	1	Europe/Berlin
Flugplatz Dahlemer Binz	Dahlemer Binz	Germany	\N	EDKV	1	Europe/Berlin
Meinerzhagen Airport	Meinerzhagen	Germany	\N	EDKZ	1	Europe/Berlin
Arnsberg-Menden Airport	Arnsberg	Germany	\N	EDLA	1	Europe/Berlin
Essen Mulheim Airport	Essen	Germany	ESS	EDLE	1	Europe/Berlin
Bielefeld Airport	Bielefeld	Germany	BFE	EDLI	1	Europe/Berlin
Mönchengladbach Airport	Moenchengladbach	Germany	MGL	EDLN	1	Europe/Berlin
Paderborn Lippstadt Airport	Paderborn	Germany	PAD	EDLP	1	Europe/Berlin
Stadtlohn-Vreden Airport	Stadtlohn	Germany	\N	EDLS	1	Europe/Berlin
Dortmund Airport	Dortmund	Germany	DTM	EDLW	1	Europe/Berlin
Augsburg Airport	Augsburg	Germany	AGB	EDMA	1	Europe/Berlin
Biberach a.d. Riß Airfield	Biberach	Germany	\N	EDMB	1	Europe/Berlin
Eggenfelden Airport	Eggenfelden	Germany	\N	EDME	1	Europe/Berlin
Mindelheim-Mattsies Airfield	Mindelheim	Germany	\N	EDMN	1	Europe/Berlin
Oberpfaffenhofen Airport	Oberpfaffenhofen	Germany	OBF	EDMO	1	Europe/Berlin
Straubing Airport	Straubing	Germany	RBM	EDMS	1	Europe/Berlin
Vilshofen Airport	Vilshofen	Germany	\N	EDMV	1	Europe/Berlin
Leutkirch-Unterzeil Airport	Leutkirch	Germany	\N	EDNL	1	Europe/Berlin
Friedrichshafen Airport	Friedrichshafen	Germany	FDH	EDNY	1	Europe/Berlin
Schwerin Parchim Airport	Parchim	Germany	SZW	EDOP	1	Europe/Berlin
Stendal-Borstel Airport	Stendal	Germany	\N	EDOV	1	Europe/Berlin
Aalen-Heidenheim/Elchingen Airport	Aalen-heidenheim	Germany	\N	EDPA	1	Europe/Berlin
Bayreuth Airport	Bayreuth	Germany	BYU	EDQD	1	Europe/Berlin
Burg Feuerstein Airport	Burg Feuerstein	Germany	URD	EDQE	1	Europe/Berlin
Hof-Plauen Airport	Hof	Germany	HOQ	EDQM	1	Europe/Berlin
Haßfurt-Schweinfurt Airport	Hassfurt	Germany	\N	EDQT	1	Europe/Berlin
Koblenz-Winningen Airfield	Koblenz	Germany	\N	EDRK	1	Europe/Berlin
Trier-Föhren Airport	Trier	Germany	\N	EDRT	1	Europe/Berlin
Speyer Airfield	Speyer	Germany	\N	EDRY	1	Europe/Berlin
Zweibrücken Airport	Zweibruecken	Germany	ZQW	EDRZ	1	Europe/Berlin
Donaueschingen-Villingen Airport	Donaueschingen	Germany	ZQL	EDTD	1	Europe/Berlin
Freiburg i. Br. Airport	Freiburg	Germany	\N	EDTF	1	Europe/Berlin
Mengen-Hohentengen Airport	Mengen	Germany	\N	EDTM	1	Europe/Berlin
Adolf Würth Airport	Schwaebisch Hall	Germany	\N	EDTY	1	Europe/Berlin
Finsterwalde/Schacksdorf Airport	Soest	Germany	\N	EDUS	1	Europe/Berlin
Braunschweig-Wolfsburg Airport	Braunschweig	Germany	BWE	EDVE	1	Europe/Berlin
Kassel-Calden Airport	Kassel	Germany	KSF	EDVK	1	Europe/Berlin
Hildesheim Airport	Hildesheim	Germany	\N	EDVM	1	Europe/Berlin
Bremerhaven Airport	Bremerhaven	Germany	BRV	EDWB	1	Europe/Berlin
Emden Airport	Emden	Germany	EME	EDWE	1	Europe/Berlin
Leer-Papenburg Airport	Leer	Germany	\N	EDWF	1	Europe/Berlin
Wilhelmshaven-Mariensiel Airport	Wilhelmshaven	Germany	WVN	EDWI	1	Europe/Berlin
Borkum Airport	Borkum	Germany	BMK	EDWR	1	Europe/Berlin
Norderney Airport	Norderney	Germany	NRD	EDWY	1	Europe/Berlin
Flensburg-Schäferhaus Airport	Flensburg	Germany	FLF	EDXF	1	Europe/Berlin
Rendsburg-Schachtholm Airport	Rendsburg	Germany	\N	EDXR	1	Europe/Berlin
Westerland Sylt Airport	Westerland	Germany	GWT	EDXW	1	Europe/Berlin
Ämari Air Base	Armari Air Force Base	Estonia	\N	EEEI	2	Europe/Tallinn
Kärdla Airport	Kardla	Estonia	KDL	EEKA	2	Europe/Tallinn
Kuressaare Airport	Kuressaare	Estonia	URE	EEKE	2	Europe/Tallinn
Pärnu Airport	Parnu	Estonia	EPU	EEPU	2	Europe/Tallinn
Lennart Meri Tallinn Airport	Tallinn-ulemiste International	Estonia	TLL	EETN	2	Europe/Tallinn
Tartu Airport	Tartu	Estonia	TAY	EETU	2	Europe/Tallinn
Enontekio Airport	Enontekio	Finland	ENF	EFET	2	Europe/Helsinki
Eura Airport	Eura	Finland	\N	EFEU	2	Europe/Helsinki
Halli Airport	Halli	Finland	KEV	EFHA	2	Europe/Helsinki
Helsinki Malmi Airport	Helsinki	Finland	HEM	EFHF	2	Europe/Helsinki
Helsinki Vantaa Airport	Helsinki	Finland	HEL	EFHK	2	Europe/Helsinki
Hameenkyro Airport	Hameenkyro	Finland	\N	EFHM	2	Europe/Helsinki
Hanko Airport	Hanko	Finland	\N	EFHN	2	Europe/Helsinki
Hyvinkää Airfield	Hyvinkaa	Finland	HYV	EFHV	2	Europe/Helsinki
Kiikala Airport	Kikala	Finland	\N	EFIK	2	Europe/Helsinki
Immola Airport	Immola	Finland	\N	EFIM	2	Europe/Helsinki
Kitee Airport	Kitee	Finland	KTQ	EFIT	2	Europe/Helsinki
Ivalo Airport	Ivalo	Finland	IVL	EFIV	2	Europe/Helsinki
Joensuu Airport	Joensuu	Finland	JOE	EFJO	2	Europe/Helsinki
Jyvaskyla Airport	Jyvaskyla	Finland	JYV	EFJY	2	Europe/Helsinki
Kauhava Airport	Kauhava	Finland	KAU	EFKA	2	Europe/Helsinki
Kemi-Tornio Airport	Kemi	Finland	KEM	EFKE	2	Europe/Helsinki
Kajaani Airport	Kajaani	Finland	KAJ	EFKI	2	Europe/Helsinki
Kauhajoki Airport	Kauhajoki	Finland	KHJ	EFKJ	2	Europe/Helsinki
Kokkola-Pietarsaari Airport	Kruunupyy	Finland	KOK	EFKK	2	Europe/Helsinki
Kemijarvi Airport	Kemijarvi	Finland	\N	EFKM	2	Europe/Helsinki
Kuusamo Airport	Kuusamo	Finland	KAO	EFKS	2	Europe/Helsinki
Kittilä Airport	Kittila	Finland	KTT	EFKT	2	Europe/Helsinki
Kuopio Airport	Kuopio	Finland	KUO	EFKU	2	Europe/Helsinki
Lahti Vesivehmaa Airport	Vesivehmaa	Finland	QLF	EFLA	2	Europe/Helsinki
Lappeenranta Airport	Lappeenranta	Finland	LPP	EFLP	2	Europe/Helsinki
Mariehamn Airport	Mariehamn	Finland	MHQ	EFMA	2	Europe/Mariehamn
Menkijarvi Airport	Menkijarvi	Finland	\N	EFME	2	Europe/Helsinki
Mikkeli Airport	Mikkeli	Finland	MIK	EFMI	2	Europe/Helsinki
Nummela Airport	Nummela	Finland	\N	EFNU	2	Europe/Helsinki
Oulu Airport	Oulu	Finland	OUL	EFOU	2	Europe/Helsinki
Piikajarvi Airport	Piikajarvi	Finland	\N	EFPI	2	Europe/Helsinki
Pori Airport	Pori	Finland	POR	EFPO	2	Europe/Helsinki
Pudasjärvi Airport	Pudasjarvi	Finland	\N	EFPU	2	Europe/Helsinki
Pyhäsalmi Airport	Pyhasalmi	Finland	\N	EFPY	2	Europe/Helsinki
Raahe Pattijoki Airport	Pattijoki	Finland	\N	EFRH	2	Europe/Helsinki
Rantasalmi Airport	Rantasalmi	Finland	\N	EFRN	2	Europe/Helsinki
Rovaniemi Airport	Rovaniemi	Finland	RVN	EFRO	2	Europe/Helsinki
Rayskala Airport	Rayskala	Finland	\N	EFRY	2	Europe/Helsinki
Savonlinna Airport	Savonlinna	Finland	SVL	EFSA	2	Europe/Helsinki
Selanpaa Airport	Selanpaa	Finland	\N	EFSE	2	Europe/Helsinki
Sodankyla Airport	Sodankyla	Finland	SOT	EFSO	2	Europe/Helsinki
Tampere-Pirkkala Airport	Tampere	Finland	TMP	EFTP	2	Europe/Helsinki
Teisko Airport	Teisko	Finland	\N	EFTS	2	Europe/Helsinki
Turku Airport	Turku	Finland	TKU	EFTU	2	Europe/Helsinki
Utti Air Base	Utti	Finland	UTI	EFUT	2	Europe/Helsinki
Vaasa Airport	Vaasa	Finland	VAA	EFVA	2	Europe/Helsinki
Varkaus Airport	Varkaus	Finland	VRK	EFVR	2	Europe/Helsinki
Ylivieska Airfield	Ylivieska-raudaskyla	Finland	YLI	EFYL	2	Europe/Helsinki
Belfast International Airport	Belfast	United Kingdom	BFS	EGAA	0	Europe/London
St Angelo Airport	Enniskillen	United Kingdom	ENK	EGAB	0	Europe/London
George Best Belfast City Airport	Belfast	United Kingdom	BHD	EGAC	0	Europe/London
City of Derry Airport	Londonderry	United Kingdom	LDY	EGAE	0	Europe/London
Birmingham International Airport	Birmingham	United Kingdom	BHX	EGBB	0	Europe/London
Coventry Airport	Coventry	United Kingdom	CVT	EGBE	0	Europe/London
Leicester Airport	Leicester	United Kingdom	\N	EGBG	0	Europe/London
Gloucestershire Airport	Golouchestershire	United Kingdom	GLO	EGBJ	0	Europe/London
Wolverhampton Halfpenny Green Airport	Halfpenny Green	United Kingdom	\N	EGBO	0	Europe/London
Cotswold Airport	Pailton	United Kingdom	GBA	EGBP	0	Europe/London
Turweston Airport	Turweston	United Kingdom	\N	EGBT	0	Europe/London
Wellesbourne Mountford Airport	Wellesbourne	United Kingdom	\N	EGBW	0	Europe/London
Manchester Airport	Manchester	United Kingdom	MAN	EGCC	0	Europe/London
Manchester Woodford Airport	Woodfort	United Kingdom	\N	EGCD	0	Europe/London
Royal Marines Base Chivenor Airport	Chivenor	United Kingdom	\N	EGDC	0	Europe/London
Newquay Cornwall Airport	Newquai	United Kingdom	NQY	EGHQ	0	Europe/London
RAF Lyneham	Lyneham	United Kingdom	LYE	EGDL	0	Europe/London
MoD Boscombe Down Airport	Boscombe Down	United Kingdom	\N	EGDM	0	Europe/London
RNAS Culdrose	Culdrose	United Kingdom	\N	EGDR	0	Europe/London
MoD St. Athan	St. Athan	United Kingdom	\N	EGDX	0	Europe/London
RNAS Yeovilton	Yeovilton	United Kingdom	YEO	EGDY	0	Europe/London
Haverfordwest Airport	Haverfordwest	United Kingdom	HAW	EGFE	0	Europe/London
Cardiff International Airport	Cardiff	United Kingdom	CWL	EGFF	0	Europe/London
Swansea Airport	Swansea	United Kingdom	SWS	EGFH	0	Europe/London
Bristol Airport	Bristol	United Kingdom	BRS	EGGD	0	Europe/London
Liverpool John Lennon Airport	Liverpool	United Kingdom	LPL	EGGP	0	Europe/London
London Luton Airport	London	United Kingdom	LTN	EGGW	0	Europe/London
Plymouth City Airport	Plymouth	United Kingdom	PLH	EGHD	0	Europe/London
Bournemouth Airport	Bournemouth	United Kingdom	BOH	EGHH	0	Europe/London
Southampton Airport	Southampton	United Kingdom	SOU	EGHI	0	Europe/London
Lasham Airport	Lasham	United Kingdom	QLA	EGHL	0	Europe/London
Alderney Airport	Alderney	Guernsey	ACI	EGJA	0	Europe/Guernsey
Guernsey Airport	Guernsey	Guernsey	GCI	EGJB	0	Europe/Guernsey
Jersey Airport	Jersey	Jersey	JER	EGJJ	0	Europe/Jersey
Shoreham Airport	Shoreham By Sea	United Kingdom	ESH	EGKA	0	Europe/London
London Biggin Hill Airport	Biggin Hill	United Kingdom	BQH	EGKB	0	Europe/London
London Gatwick Airport	London	United Kingdom	LGW	EGKK	0	Europe/London
London City Airport	London	United Kingdom	LCY	EGLC	0	Europe/London
Farnborough Airport	Farnborough	United Kingdom	FAB	EGLF	0	Europe/London
Chalgrove Airport	Chalsgrove	United Kingdom	\N	EGLJ	0	Europe/London
Blackbushe Airport	Blackbushe	United Kingdom	BBS	EGLK	0	Europe/London
London Heathrow Airport	London	United Kingdom	LHR	EGLL	0	Europe/London
Southend Airport	Southend	United Kingdom	SEN	EGMC	0	Europe/London
Lydd Airport	Lydd	United Kingdom	LYX	EGMD	0	Europe/London
Kent International Airport	Manston	United Kingdom	MSE	EGMH	0	Europe/London
Brough Airport	Brough	United Kingdom	\N	EGNB	0	Europe/London
Carlisle Airport	Carlisle	United Kingdom	CAX	EGNC	0	Europe/London
Retford Gamston Airport	Repton	United Kingdom	\N	EGNE	0	Europe/London
Blackpool International Airport	Blackpool	United Kingdom	BLK	EGNH	0	Europe/London
Humberside Airport	Humberside	United Kingdom	HUY	EGNJ	0	Europe/London
Barrow Walney Island Airport	Barrow Island	United Kingdom	BWF	EGNL	0	Europe/London
Leeds Bradford Airport	Leeds	United Kingdom	LBA	EGNM	0	Europe/London
Warton Airport	Warton	United Kingdom	WRT	EGNO	0	Europe/London
Hawarden Airport	Hawarden	United Kingdom	CEG	EGNR	0	Europe/London
Isle of Man Airport	Isle Of Man	Isle of Man	IOM	EGNS	0	Europe/Isle_of_Man
Newcastle Airport	Newcastle	United Kingdom	NCL	EGNT	0	Europe/London
Durham Tees Valley Airport	Teesside	United Kingdom	MME	EGNV	0	Europe/London
East Midlands Airport	East Midlands	United Kingdom	EMA	EGNX	0	Europe/London
Llanbedr Airport	Llanbedr	United Kingdom	\N	EGOD	0	Europe/London
RAF Ternhill	Ternhill	United Kingdom	\N	EGOE	0	Europe/London
RAF Shawbury	Shawbury	United Kingdom	\N	EGOS	0	Europe/London
RAF Woodvale	Woodvale	United Kingdom	\N	EGOW	0	Europe/London
Kirkwall Airport	Kirkwall	United Kingdom	KOI	EGPA	0	Europe/London
Sumburgh Airport	Sumburgh	United Kingdom	LSI	EGPB	0	Europe/London
Wick Airport	Wick	United Kingdom	WIC	EGPC	0	Europe/London
Aberdeen Dyce Airport	Aberdeen	United Kingdom	ABZ	EGPD	0	Europe/London
Inverness Airport	Inverness	United Kingdom	INV	EGPE	0	Europe/London
Glasgow International Airport	Glasgow	United Kingdom	GLA	EGPF	0	Europe/London
Edinburgh Airport	Edinburgh	United Kingdom	EDI	EGPH	0	Europe/London
Islay Airport	Islay	United Kingdom	ILY	EGPI	0	Europe/London
Glasgow Prestwick Airport	Prestwick	United Kingdom	PIK	EGPK	0	Europe/London
Benbecula Airport	Benbecula	United Kingdom	BEB	EGPL	0	Europe/London
Scatsta Airport	Scatsta	United Kingdom	SCS	EGPM	0	Europe/London
Dundee Airport	Dundee	United Kingdom	DND	EGPN	0	Europe/London
Stornoway Airport	Stornoway	United Kingdom	SYY	EGPO	0	Europe/London
Tiree Airport	Tiree	United Kingdom	TRE	EGPU	0	Europe/London
RAF Leuchars	Leuchars	United Kingdom	ADX	EGQL	0	Europe/London
RAF Lossiemouth	Lossiemouth	United Kingdom	LMO	EGQS	0	Europe/London
Cambridge Airport	Cambridge	United Kingdom	CBG	EGSC	0	Europe/London
Peterborough Business Airport	Peterborough	United Kingdom	\N	EGSF	0	Europe/London
Norwich International Airport	Norwich	United Kingdom	NWI	EGSH	0	Europe/London
London Stansted Airport	London	United Kingdom	STN	EGSS	0	Europe/London
North Weald Airport	North Weald	United Kingdom	\N	EGSX	0	Europe/London
Sheffield City Heliport	Fowlmere	United Kingdom	\N	EGSY	0	Europe/London
Cranfield Airport	Cranfield	United Kingdom	\N	EGTC	0	Europe/London
Exeter International Airport	Exeter	United Kingdom	EXT	EGTE	0	Europe/London
Bristol Filton Airport	Bristol	United Kingdom	FZO	EGTG	0	Europe/London
Oxford (Kidlington) Airport	Oxford	United Kingdom	OXF	EGTK	0	Europe/London
RAF Benson	Benson	United Kingdom	BEX	EGUB	0	Europe/London
RAF Lakenheath	Lakenheath	United Kingdom	LKZ	EGUL	0	Europe/London
RAF Mildenhall	Mildenhall	United Kingdom	MHZ	EGUN	0	Europe/London
RAF Wattisham	Wattisham	United Kingdom	\N	EGUW	0	Europe/London
RAF Wyton	Wyton	United Kingdom	QUY	EGUY	0	Europe/London
RAF Fairford	Fairford	United Kingdom	FFD	EGVA	0	Europe/London
RAF Brize Norton	Brize Norton	United Kingdom	BZZ	EGVN	0	Europe/London
RAF Odiham	Odiham	United Kingdom	ODH	EGVO	0	Europe/London
DCAE Cosford Air Base	Cosford	United Kingdom	\N	EGWC	0	Europe/London
RAF Northolt	Northolt	United Kingdom	NHT	EGWU	0	Europe/London
RAF Coningsby	Coningsby	United Kingdom	QCY	EGXC	0	Europe/London
RAF Dishforth	Dishforth	United Kingdom	\N	EGXD	0	Europe/London
Leeming Airport	Leeming	United Kingdom	\N	EGXE	0	Europe/London
Leeds East Airport	Church Fenton	United Kingdom	\N	EGXG	0	Europe/London
RAF Honington	Honington	United Kingdom	BEQ	EGXH	0	Europe/London
RAF Cottesmore	Cottesmore	United Kingdom	\N	EGXJ	0	Europe/London
RAF Scampton	Scampton	United Kingdom	SQZ	EGXP	0	Europe/London
RAF Wittering	Wittering	United Kingdom	\N	EGXT	0	Europe/London
RAF Linton-On-Ouse	Linton-on-ouse	United Kingdom	HRT	EGXU	0	Europe/London
RAF Waddington	Waddington	United Kingdom	WTN	EGXW	0	Europe/London
RAF Topcliffe	Topcliffe	United Kingdom	\N	EGXZ	0	Europe/London
RAF Cranwell	Cranwell	United Kingdom	\N	EGYD	0	Europe/London
RAF Barkston Heath	Barkston Heath	United Kingdom	\N	EGYE	0	Europe/London
RAF Marham	Marham	United Kingdom	KNF	EGYM	0	Europe/London
Mount Pleasant Airport	Mount Pleasant	Falkland Islands	MPN	EGYP	-3	Atlantic/Stanley
Amsterdam Airport Schiphol	Amsterdam	Netherlands	AMS	EHAM	1	Europe/Amsterdam
Budel Airfield Kempen	Weert	Netherlands	\N	EHBD	1	Europe/Amsterdam
Maastricht Aachen Airport	Maastricht	Netherlands	MST	EHBK	1	Europe/Amsterdam
Deelen Air Base	Deelen	Netherlands	\N	EHDL	1	Europe/Amsterdam
Drachten Airport	Drachten	Netherlands	\N	EHDR	1	Europe/Amsterdam
Eindhoven Airport	Eindhoven	Netherlands	EIN	EHEH	1	Europe/Amsterdam
Eelde Airport	Groningen	Netherlands	GRQ	EHGG	1	Europe/Amsterdam
Gilze Rijen Air Base	Gilze-rijen	Netherlands	GLZ	EHGR	1	Europe/Amsterdam
De Kooy Airport	De Kooy	Netherlands	DHR	EHKD	1	Europe/Amsterdam
Lelystad Airport	Lelystad	Netherlands	LEY	EHLE	1	Europe/Amsterdam
Leeuwarden Air Base	Leeuwarden	Netherlands	LWR	EHLW	1	Europe/Amsterdam
Rotterdam The Hague Airport	Rotterdam	Netherlands	RTM	EHRD	1	Europe/Amsterdam
Soesterberg Air Base	Soesterberg	Netherlands	UTC	EHSB	1	Europe/Amsterdam
Twente Airport	Enschede	Netherlands	ENS	EHTW	1	Europe/Amsterdam
Valkenburg Naval Air Base	Valkenburg	Netherlands	LID	EHVB	1	Europe/Amsterdam
Woensdrecht Air Base	Woensdrecht	Netherlands	WOE	EHWO	1	Europe/Amsterdam
Cork Airport	Cork	Ireland	ORK	EICK	0	Europe/Dublin
Galway Airport	Galway	Ireland	GWY	EICM	0	Europe/Dublin
Dublin Airport	Dublin	Ireland	DUB	EIDW	0	Europe/Dublin
Ireland West Knock Airport	Connaught	Ireland	NOC	EIKN	0	Europe/Dublin
Kerry Airport	Kerry	Ireland	KIR	EIKY	0	Europe/Dublin
Casement Air Base	Casement	Ireland	\N	EIME	0	Europe/Dublin
Shannon Airport	Shannon	Ireland	SNN	EINN	0	Europe/Dublin
Sligo Airport	Sligo	Ireland	SXL	EISG	0	Europe/Dublin
Waterford Airport	Waterford	Ireland	WAT	EIWF	0	Europe/Dublin
Aarhus Airport	Aarhus	Denmark	AAR	EKAH	1	Europe/Copenhagen
Billund Airport	Billund	Denmark	BLL	EKBI	1	Europe/Copenhagen
Copenhagen Kastrup Airport	Copenhagen	Denmark	CPH	EKCH	1	Europe/Copenhagen
Esbjerg Airport	Esbjerg	Denmark	EBJ	EKEB	1	Europe/Copenhagen
Grønholt Hillerød Airport	Gronholt	Denmark	\N	EKGH	1	Europe/Copenhagen
Karup Airport	Karup	Denmark	KRP	EKKA	1	Europe/Copenhagen
Læsø Airport	Laeso	Denmark	BYR	EKLS	1	Europe/Copenhagen
Lolland Falster Maribo Airport	Maribo	Denmark	MRW	EKMB	1	Europe/Copenhagen
Odense Airport	Odense	Denmark	ODE	EKOD	1	Europe/Copenhagen
Kruså-Padborg Airport	Krusa-padborg	Denmark	\N	EKPB	1	Europe/Copenhagen
Copenhagen Roskilde Airport	Copenhagen	Denmark	RKE	EKRK	1	Europe/Copenhagen
Bornholm Airport	Ronne	Denmark	RNN	EKRN	1	Europe/Copenhagen
Sønderborg Airport	Soenderborg	Denmark	SGD	EKSB	1	Europe/Copenhagen
Skrydstrup Air Base	Skrydstrup	Denmark	SKS	EKSP	1	Europe/Copenhagen
Skive Airport	Skive	Denmark	SQW	EKSV	1	Europe/Copenhagen
Thisted Airport	Thisted	Denmark	TED	EKTS	1	Europe/Copenhagen
Kolding Vamdrup Airfield	Kolding	Denmark	\N	EKVD	1	Europe/Copenhagen
Vagar Airport	Vagar	Faroe Islands	FAE	EKVG	0	Atlantic/Faeroe
Vesthimmerlands Flyveplads	Vesthimmerland	Denmark	\N	EKVH	1	Europe/Copenhagen
Stauning Airport	Stauning	Denmark	STA	EKVJ	1	Europe/Copenhagen
Aalborg Airport	Aalborg	Denmark	AAL	EKYT	1	Europe/Copenhagen
Luxembourg-Findel International Airport	Luxemburg	Luxembourg	LUX	ELLX	1	Europe/Luxembourg
Ålesund Airport	Alesund	Norway	AES	ENAL	1	Europe/Oslo
Andøya Airport	Andoya	Norway	ANX	ENAN	1	Europe/Oslo
Alta Airport	Alta	Norway	ALF	ENAT	1	Europe/Oslo
Bømoen Airport	Voss	Norway	\N	ENBM	1	Europe/Oslo
Brønnøysund Airport	Bronnoysund	Norway	BNN	ENBN	1	Europe/Oslo
Bodø Airport	Bodo	Norway	BOO	ENBO	1	Europe/Oslo
Bergen Airport Flesland	Bergen	Norway	BGO	ENBR	1	Europe/Oslo
Båtsfjord Airport	Batsfjord	Norway	BJF	ENBS	1	Europe/Oslo
Kristiansand Airport	Kristiansand	Norway	KRS	ENCN	1	Europe/Oslo
Geilo Airport Dagali	Geilo	Norway	DLD	ENDI	1	Europe/Oslo
Bardufoss Airport	Bardufoss	Norway	BDU	ENDU	1	Europe/Oslo
"Harstad/Narvik Airport, Evenes"	Harstad/Narvik	Norway	EVE	ENEV	1	Europe/Oslo
Leirin Airport	Fagernes	Norway	VDB	ENFG	1	Europe/Oslo
Florø Airport	Floro	Norway	FRO	ENFL	1	Europe/Oslo
Oslo Lufthavn	Oslo	Norway	OSL	ENGM	1	Europe/Oslo
Haugesund Airport	Haugesund	Norway	HAU	ENHD	1	Europe/Oslo
Hasvik Airport	Hasvik	Norway	HAA	ENHK	1	Europe/Oslo
Kristiansund Airport (Kvernberget)	Kristiansund	Norway	KSU	ENKB	1	Europe/Oslo
Kjeller Airport	Kjeller	Norway	\N	ENKJ	1	Europe/Oslo
Kirkenes Airport (Høybuktmoen)	Kirkenes	Norway	KKN	ENKR	1	Europe/Oslo
Lista Airport	Farsund	Norway	FAN	ENLI	1	Europe/Oslo
Molde Airport	Molde	Norway	MOL	ENML	1	Europe/Oslo
Mosjøen Airport (Kjærstad)	Mosjoen	Norway	MJF	ENMS	1	Europe/Oslo
Banak Airport	Lakselv	Norway	LKL	ENNA	1	Europe/Oslo
Notodden Airport	Notodden	Norway	NTB	ENNO	1	Europe/Oslo
Ørland Airport	Orland	Norway	OLA	ENOL	1	Europe/Oslo
Røros Airport	Roros	Norway	RRS	ENRO	1	Europe/Oslo
"Moss Airport, Rygge"	Rygge	Norway	RYG	ENRY	1	Europe/Oslo
"Svalbard Airport, Longyear"	Svalbard	Norway	LYR	ENSB	1	Arctic/Longyearbyen
Skien Airport	Skien	Norway	SKE	ENSN	1	Europe/Oslo
Stord Airport	Stord	Norway	SRP	ENSO	1	Europe/Oslo
Sandnessjøen Airport (Stokka)	Sandnessjoen	Norway	SSJ	ENST	1	Europe/Oslo
"Tromsø Airport,"	Tromso	Norway	TOS	ENTC	1	Europe/Oslo
"Sandefjord Airport, Torp"	Sandefjord	Norway	TRF	ENTO	1	Europe/Oslo
Trondheim Airport Værnes	Trondheim	Norway	TRD	ENVA	1	Europe/Oslo
Stavanger Airport Sola	Stavanger	Norway	SVG	ENZV	1	Europe/Oslo
Babice Airport	Warsaw	Poland	\N	EPBC	1	Europe/Warsaw
Gda_sk Lech Wa__sa Airport	Gdansk	Poland	GDN	EPGD	1	Europe/Warsaw
Kraków John Paul II International Airport	Krakow	Poland	KRK	EPKK	1	Europe/Warsaw
Muchowiec Airport	Katowice	Poland	\N	EPKM	1	Europe/Warsaw
Katowice International Airport	Katowice	Poland	KTW	EPKT	1	Europe/Warsaw
Mielec Airport	Mielec	Poland	\N	EPML	1	Europe/Warsaw
Pozna_-_awica Airport	Poznan	Poland	POZ	EPPO	1	Europe/Warsaw
Rzeszów-Jasionka Airport	Rzeszow	Poland	RZE	EPRZ	1	Europe/Warsaw
"Szczecin-Goleniów ""Solidarno__"" Airport"	Szczecin	Poland	SZZ	EPSC	1	Europe/Warsaw
Redzikowo Air Base	Slupsk	Poland	OSP	EPSK	1	Europe/Warsaw
